sample,true_pitch,true_note,pred_pitch,pred_note,Match
keyboard_acoustic_010-052-025,52,E3,208.02929268836863,G#3,False
keyboard_acoustic_011-046-100,46,A#2,165.1420242273425,E3,False
keyboard_acoustic_003-046-127,46,A#2,103.49209436730504,G#2,False
keyboard_acoustic_016-044-050,44,G#2,184.72873568556605,F#3,False
keyboard_acoustic_012-050-100,50,D3,103.75025186263909,G#2,False
keyboard_acoustic_018-050-075,50,D3,185.20779223547018,F#3,False
keyboard_acoustic_014-050-075,50,D3,103.61713167914415,G#2,False
keyboard_acoustic_000-044-100,44,G#2,130.8431284814322,C3,False
keyboard_acoustic_012-046-100,46,A#2,116.738174095612,A#2,True
keyboard_acoustic_014-046-127,46,A#2,185.08553923504144,F#3,False
keyboard_acoustic_009-052-050,52,E3,165.40109005816782,E3,True
keyboard_acoustic_019-050-127,50,D3,208.0758864103918,G#3,False
keyboard_acoustic_011-052-075,52,E3,147.38865291367858,D3,False
keyboard_acoustic_019-048-025,48,C3,152.27526809316936,D#3,False
keyboard_acoustic_013-048-127,48,C3,116.65940737336558,A#2,False
keyboard_acoustic_000-050-127,50,D3,207.76407213637623,G#3,False
keyboard_acoustic_013-052-075,52,E3,207.87407900973477,G#3,False
keyboard_acoustic_000-048-025,48,C3,82.17686492487701,E2,False
keyboard_acoustic_013-046-025,46,A#2,116.50684163178425,A#2,True
keyboard_acoustic_005-048-025,48,C3,146.6809383206965,D3,False
keyboard_acoustic_008-044-025,44,G#2,116.09307792573193,A#2,False
keyboard_acoustic_009-056-025,56,G#3,207.5095099239353,G#3,True
keyboard_acoustic_010-044-050,44,G#2,103.84624529558073,G#2,True
keyboard_acoustic_017-052-100,52,E3,148.30660418694004,D3,False
keyboard_acoustic_002-048-050,48,C3,185.76731001191274,F#3,False
keyboard_acoustic_010-044-100,44,G#2,164.6052750627352,E3,False
keyboard_acoustic_016-048-025,48,C3,165.39974244893534,E3,False
keyboard_acoustic_000-054-127,54,F#3,185.69053483923267,F#3,True
keyboard_acoustic_018-054-025,54,F#3,147.07457217076234,D3,False
keyboard_acoustic_018-044-127,44,G#2,65.28569132898548,C2,False
keyboard_acoustic_014-050-127,50,D3,104.27094923554318,G#2,False
keyboard_acoustic_005-050-075,50,D3,164.98867576435592,E3,False
keyboard_acoustic_012-046-075,46,A#2,131.07279775825242,C3,False
keyboard_acoustic_019-050-050,50,D3,103.95519947772993,G#2,False
keyboard_acoustic_002-054-050,54,F#3,185.06691682307442,F#3,True
keyboard_acoustic_014-054-050,54,F#3,130.74403048330385,C3,False
keyboard_acoustic_018-048-075,48,C3,116.60928512690572,A#2,False
keyboard_acoustic_012-048-025,48,C3,207.72492436501375,G#3,False
keyboard_acoustic_013-044-075,44,G#2,206.93537092911208,G#3,False
keyboard_acoustic_013-054-127,54,F#3,165.62369258313177,E3,False
keyboard_acoustic_014-056-075,56,G#3,147.0493867394793,D3,False
keyboard_acoustic_019-056-127,56,G#3,116.79949093489996,A#2,False
keyboard_acoustic_007-048-050,48,C3,147.52684589624974,D3,False
keyboard_acoustic_012-050-127,50,D3,146.59280850797484,D3,True
keyboard_acoustic_007-054-050,54,F#3,116.4488886638839,A#2,False
keyboard_acoustic_016-050-127,50,D3,207.8405362768483,G#3,False
keyboard_acoustic_009-046-127,46,A#2,116.64756414342952,A#2,True
keyboard_acoustic_000-050-100,50,D3,104.18134981887273,G#2,False
keyboard_acoustic_009-052-075,52,E3,65.28569132898548,C2,False
keyboard_acoustic_013-048-100,48,C3,165.40449618972255,E3,False
keyboard_acoustic_005-052-050,52,E3,207.84769731640324,G#3,False
keyboard_acoustic_010-044-075,44,G#2,185.49341840905896,F#3,False
keyboard_acoustic_017-052-127,52,E3,130.90625364334323,C3,False
keyboard_acoustic_015-054-025,54,F#3,165.14300391486387,E3,False
keyboard_acoustic_002-044-050,44,G#2,130.50617119780554,C3,False
keyboard_acoustic_010-054-025,54,F#3,104.0297599207139,G#2,False
keyboard_acoustic_006-050-127,50,D3,185.02505205325093,F#3,False
keyboard_acoustic_009-050-100,50,D3,116.7966172187881,A#2,False
keyboard_acoustic_000-046-050,46,A#2,131.89547191444763,C3,False
keyboard_acoustic_019-046-050,46,A#2,353.70694144900597,F4,False
keyboard_acoustic_014-050-025,50,D3,147.20341201205227,D3,True
keyboard_acoustic_007-054-127,54,F#3,92.29710105511961,F#2,False
keyboard_acoustic_019-056-075,56,G#3,165.21996981454384,E3,False
keyboard_acoustic_016-054-075,54,F#3,185.12505518948936,F#3,True
keyboard_acoustic_007-056-100,56,G#3,104.00900292100457,G#2,False
keyboard_acoustic_020-046-127,46,A#2,130.89550548692065,C3,False
keyboard_acoustic_017-048-050,48,C3,185.32662531290782,F#3,False
keyboard_acoustic_005-056-100,56,G#3,146.7505343436252,D3,False
keyboard_acoustic_011-046-025,46,A#2,131.24443400378738,C3,False
keyboard_acoustic_014-044-127,44,G#2,104.04520790184,G#2,True
keyboard_acoustic_016-046-075,46,A#2,73.31252130657947,D2,False
keyboard_acoustic_017-044-050,44,G#2,116.29407844107884,A#2,False
keyboard_acoustic_006-056-050,56,G#3,164.88278209727662,E3,False
keyboard_acoustic_010-054-075,54,F#3,51.974566224506916,G#1,False
keyboard_acoustic_011-044-050,44,G#2,147.06915864851706,D3,False
keyboard_acoustic_014-046-025,46,A#2,207.70870711839487,G#3,False
keyboard_acoustic_019-050-075,50,D3,116.48572957572829,A#2,False
keyboard_acoustic_001-044-127,44,G#2,208.1218101397776,G#3,False
keyboard_acoustic_009-046-050,46,A#2,165.36000322330375,E3,False
keyboard_acoustic_005-054-127,54,F#3,185.14865857661383,F#3,True
keyboard_acoustic_012-046-127,46,A#2,116.53008590976091,A#2,True
keyboard_acoustic_019-044-100,44,G#2,131.08465580036264,C3,False
keyboard_acoustic_016-046-100,46,A#2,103.98756731489094,G#2,False
keyboard_acoustic_016-048-050,48,C3,185.00532100918747,F#3,False
keyboard_acoustic_015-056-100,56,G#3,103.67516233143922,G#2,False
keyboard_acoustic_000-056-050,56,G#3,164.95575896284424,E3,False
keyboard_acoustic_011-048-127,48,C3,92.29788917690321,F#2,False
keyboard_acoustic_013-050-127,50,D3,135.63051328472346,C#3,False
keyboard_acoustic_017-044-127,44,G#2,131.32464436165282,C3,False
keyboard_acoustic_018-046-050,46,A#2,165.34709207255148,E3,False
keyboard_acoustic_009-048-075,48,C3,146.6645277033946,D3,False
keyboard_acoustic_000-048-127,48,C3,208.05464705458587,G#3,False
keyboard_acoustic_014-054-025,54,F#3,119.92489522842192,A#2,False
keyboard_acoustic_015-048-050,48,C3,52.057676893274405,G#1,False
keyboard_acoustic_017-046-100,46,A#2,116.79143235679123,A#2,True
keyboard_acoustic_009-054-127,54,F#3,130.81631061849146,C3,False
keyboard_acoustic_016-054-100,54,F#3,104.04356047283072,G#2,False
keyboard_acoustic_011-048-050,48,C3,131.17618825074163,C3,True
keyboard_acoustic_011-052-025,52,E3,165.2424507230527,E3,True
keyboard_acoustic_015-050-127,50,D3,146.66087786449856,D3,True
keyboard_acoustic_001-056-075,56,G#3,185.24028385867874,F#3,False
keyboard_acoustic_008-056-127,56,G#3,207.73936863579485,G#3,True
keyboard_acoustic_018-056-127,56,G#3,116.64063426853593,A#2,False
keyboard_acoustic_013-054-075,54,F#3,147.12970959533956,D3,False
keyboard_acoustic_000-044-127,44,G#2,104.2120926805763,G#2,True
keyboard_acoustic_001-054-025,54,F#3,130.79477670668155,C3,False
keyboard_acoustic_013-048-075,48,C3,147.47017558368083,D3,False
keyboard_acoustic_013-044-100,44,G#2,184.35782809397733,F#3,False
keyboard_acoustic_014-054-127,54,F#3,165.13793509477915,E3,False
keyboard_acoustic_002-046-075,46,A#2,185.1278696963578,F#3,False
keyboard_acoustic_000-046-127,46,A#2,103.72843242505873,G#2,False
keyboard_acoustic_013-050-100,50,D3,208.32313163055716,G#3,False
keyboard_acoustic_015-054-050,54,F#3,165.14593550968573,E3,False
keyboard_acoustic_006-050-100,50,D3,116.60017632143033,A#2,False
keyboard_acoustic_008-056-025,56,G#3,184.7996917888383,F#3,False
keyboard_acoustic_000-048-100,48,C3,103.56140993291893,G#2,False
keyboard_acoustic_005-050-127,50,D3,165.29568722927996,E3,False
keyboard_acoustic_010-048-025,48,C3,116.98357614844201,A#2,False
keyboard_acoustic_007-054-025,54,F#3,147.13481156363088,D3,False
keyboard_acoustic_008-056-075,56,G#3,165.08334328581174,E3,False
keyboard_acoustic_003-046-100,46,A#2,208.2081807397002,G#3,False
keyboard_acoustic_012-044-127,44,G#2,146.69459450144117,D3,False
keyboard_acoustic_014-050-050,50,D3,207.6815856649306,G#3,False
keyboard_acoustic_007-044-025,44,G#2,116.58405963590249,A#2,False
keyboard_acoustic_011-046-127,46,A#2,147.13458164271458,D3,False
keyboard_acoustic_001-056-025,56,G#3,65.51992335048095,C2,False
keyboard_acoustic_015-048-127,48,C3,184.53822765845138,F#3,False
keyboard_acoustic_018-054-075,54,F#3,103.59467598117169,G#2,False
keyboard_acoustic_014-048-100,48,C3,165.31586230371752,E3,False
keyboard_acoustic_001-050-050,50,D3,130.8682239874638,C3,False
keyboard_acoustic_005-046-075,46,A#2,104.21473672545577,G#2,False
keyboard_acoustic_015-050-025,50,D3,185.11902626089068,F#3,False
keyboard_acoustic_012-054-025,54,F#3,103.74546754450196,G#2,False
keyboard_acoustic_017-044-025,44,G#2,131.07959641683237,C3,False
keyboard_acoustic_018-050-050,50,D3,164.8941490896056,E3,False
keyboard_acoustic_002-044-075,44,G#2,165.06100116747152,E3,False
keyboard_acoustic_016-056-025,56,G#3,185.11513410960373,F#3,False
keyboard_acoustic_016-052-127,52,E3,147.1418428307601,D3,False
keyboard_acoustic_005-048-075,48,C3,208.11354592270192,G#3,False
keyboard_acoustic_006-048-025,48,C3,130.84272479045396,C3,True
keyboard_acoustic_000-052-127,52,E3,103.92992011371885,G#2,False
keyboard_acoustic_003-054-075,54,F#3,116.84337661195622,A#2,False
keyboard_acoustic_007-050-100,50,D3,130.64010084486821,C3,False
keyboard_acoustic_006-052-100,52,E3,103.70530364120538,G#2,False
keyboard_acoustic_007-048-075,48,C3,185.005069825536,F#3,False
keyboard_acoustic_020-056-127,56,G#3,165.0987683348691,E3,False
keyboard_acoustic_015-050-050,50,D3,115.58539644438562,A#2,False
keyboard_acoustic_017-052-050,52,E3,147.03029744461261,D3,False
keyboard_acoustic_012-052-100,52,E3,103.57156801946955,G#2,False
keyboard_acoustic_008-054-100,54,F#3,116.45075316314305,A#2,False
keyboard_acoustic_005-044-050,44,G#2,207.68753167773963,G#3,False
keyboard_acoustic_001-046-075,46,A#2,103.76358292795783,G#2,False
keyboard_acoustic_011-044-025,44,G#2,116.78208886242095,A#2,False
keyboard_acoustic_007-046-100,46,A#2,147.2472317933518,D3,False
keyboard_acoustic_003-056-100,56,G#3,185.4445675820054,F#3,False
keyboard_acoustic_006-054-050,54,F#3,208.25856863615766,G#3,False
keyboard_acoustic_014-048-075,48,C3,116.63282682071727,A#2,False
keyboard_acoustic_012-050-025,50,D3,208.04206870988673,G#3,False
keyboard_acoustic_003-044-025,44,G#2,146.87897343708545,D3,False
keyboard_acoustic_014-056-025,56,G#3,82.47349607126867,E2,False
keyboard_acoustic_003-056-075,56,G#3,130.83332640957684,C3,False
keyboard_acoustic_011-056-127,56,G#3,116.74860697665613,A#2,False
keyboard_acoustic_002-052-025,52,E3,164.97057111382202,E3,True
keyboard_acoustic_005-056-075,56,G#3,207.8519659227005,G#3,True
keyboard_acoustic_014-052-025,52,E3,104.91794849322093,G#2,False
keyboard_acoustic_002-048-127,48,C3,116.44426781728382,A#2,False
keyboard_acoustic_013-056-100,56,G#3,130.838718956841,C3,False
keyboard_acoustic_009-044-127,44,G#2,106.87632602442724,A2,False
keyboard_acoustic_019-046-100,46,A#2,185.28233850454566,F#3,False
keyboard_acoustic_018-046-025,46,A#2,147.13251665426017,D3,False
keyboard_acoustic_002-048-075,48,C3,208.38335636890866,G#3,False
keyboard_acoustic_019-050-100,50,D3,165.07006216997152,E3,False
keyboard_acoustic_009-054-100,54,F#3,116.86595444249451,A#2,False
keyboard_acoustic_008-054-075,54,F#3,65.39523194807049,C2,False
keyboard_acoustic_017-056-100,56,G#3,103.59467598117169,G#2,False
keyboard_acoustic_002-056-025,56,G#3,146.82556916440353,D3,False
keyboard_acoustic_008-044-127,44,G#2,147.3059966351028,D3,False
keyboard_acoustic_011-044-127,44,G#2,164.8792323602265,E3,False
keyboard_acoustic_018-048-025,48,C3,131.05465000394275,C3,True
keyboard_acoustic_000-056-127,56,G#3,116.56874230672298,A#2,False
keyboard_acoustic_018-046-127,46,A#2,103.96270997425025,G#2,False
keyboard_acoustic_015-052-100,52,E3,131.20313312022316,C3,False
keyboard_acoustic_018-050-025,50,D3,81.94206327564578,E2,False
keyboard_acoustic_008-056-100,56,G#3,207.87749971798644,G#3,True
keyboard_acoustic_018-056-100,56,G#3,185.32029534041624,F#3,False
keyboard_acoustic_008-048-127,48,C3,130.81761991150546,C3,True
keyboard_acoustic_001-044-025,44,G#2,119.69143553915731,A#2,False
keyboard_acoustic_007-050-025,50,D3,210.0740557128123,G#3,False
keyboard_acoustic_005-056-127,56,G#3,116.89040617076877,A#2,False
keyboard_acoustic_003-056-127,56,G#3,104.30986107313001,G#2,False
keyboard_acoustic_007-046-127,46,A#2,130.83113712431293,C3,False
keyboard_acoustic_008-052-050,52,E3,207.998366616512,G#3,False
keyboard_acoustic_016-046-050,46,A#2,146.85239058236164,D3,False
keyboard_acoustic_017-046-127,46,A#2,185.72275720467027,F#3,False
keyboard_acoustic_010-054-050,54,F#3,165.02581140295894,E3,False
keyboard_acoustic_015-052-050,52,E3,131.05902521605014,C3,False
keyboard_acoustic_013-046-100,46,A#2,92.29307199627073,F#2,False
keyboard_acoustic_000-054-075,54,F#3,164.88000949242019,E3,False
keyboard_acoustic_002-044-127,44,G#2,103.63887767934274,G#2,True
keyboard_acoustic_009-046-100,46,A#2,184.87127813137315,F#3,False
keyboard_acoustic_001-044-100,44,G#2,81.94206327564578,E2,False
keyboard_acoustic_010-050-025,50,D3,185.52075680663853,F#3,False
keyboard_acoustic_000-054-050,54,F#3,146.9222257242729,D3,False
keyboard_acoustic_018-054-050,54,F#3,131.20092600672706,C3,False
keyboard_acoustic_011-056-100,56,G#3,104.45515317527244,G#2,False
keyboard_acoustic_005-054-100,54,F#3,116.51026491037805,A#2,False
keyboard_acoustic_016-052-075,52,E3,207.73456467271785,G#3,False
keyboard_acoustic_006-046-075,46,A#2,147.07279028216965,D3,False
keyboard_acoustic_013-056-127,56,G#3,73.4622654584985,D2,False
keyboard_acoustic_010-056-050,56,G#3,208.0142957122602,G#3,True
keyboard_acoustic_014-044-075,44,G#2,165.67201124723547,E3,False
keyboard_acoustic_018-056-075,56,G#3,146.9440088901428,D3,False
keyboard_acoustic_011-048-100,48,C3,116.86453261148628,A#2,False
keyboard_acoustic_018-046-075,46,A#2,130.89594026014487,C3,False
keyboard_acoustic_006-046-100,46,A#2,104.02761261099009,G#2,False
keyboard_acoustic_015-056-025,56,G#3,185.11061258724067,F#3,False
keyboard_acoustic_017-056-127,56,G#3,164.94270626026162,E3,False
keyboard_acoustic_013-044-025,44,G#2,116.85630060357846,A#2,False
keyboard_acoustic_017-048-100,48,C3,165.10890445617693,E3,False
keyboard_acoustic_011-050-025,50,D3,208.76639002875595,G#3,False
keyboard_acoustic_015-048-075,48,C3,116.74168250794057,A#2,False
keyboard_acoustic_011-048-075,48,C3,165.06561396612466,E3,False
keyboard_acoustic_013-054-050,54,F#3,208.07606592600987,G#3,False
keyboard_acoustic_006-054-025,54,F#3,146.7059722451113,D3,False
keyboard_acoustic_006-044-025,44,G#2,185.51514947001107,F#3,False
keyboard_acoustic_020-044-127,44,G#2,104.18267933746327,G#2,True
keyboard_acoustic_018-052-100,52,E3,130.53812847770524,C3,False
keyboard_acoustic_019-048-075,48,C3,165.14303974921256,E3,False
keyboard_acoustic_015-050-100,50,D3,185.0926877939571,F#3,False
keyboard_acoustic_008-044-100,44,G#2,103.8048805461905,G#2,True
keyboard_acoustic_009-056-100,56,G#3,104.14869021988792,G#2,False
keyboard_acoustic_006-050-025,50,D3,131.07745944331663,C3,False
keyboard_acoustic_016-056-050,56,G#3,164.9085419423626,E3,False
keyboard_acoustic_018-052-050,52,E3,185.37876178018826,F#3,False
keyboard_acoustic_009-044-075,44,G#2,207.84053781372168,G#3,False
keyboard_acoustic_007-052-100,52,E3,116.44829073211645,A#2,False
keyboard_acoustic_019-048-100,48,C3,146.48655394644288,D3,False
keyboard_acoustic_012-044-100,44,G#2,130.87972228092178,C3,False
keyboard_acoustic_000-050-075,50,D3,207.9215372273341,G#3,False
keyboard_acoustic_005-052-127,52,E3,185.55154190598427,F#3,False
keyboard_acoustic_001-052-100,52,E3,146.8074682858781,D3,False
keyboard_acoustic_003-052-050,52,E3,116.60076684134222,A#2,False
keyboard_acoustic_000-046-075,46,A#2,130.88416683569835,C3,False
keyboard_acoustic_007-052-075,52,E3,104.2329406237308,G#2,False
keyboard_acoustic_017-052-025,52,E3,207.7982207538067,G#3,False
keyboard_acoustic_019-046-025,46,A#2,116.57921095697557,A#2,True
keyboard_acoustic_002-054-127,54,F#3,103.83475053786985,G#2,False
keyboard_acoustic_012-048-050,48,C3,73.3304435785509,D2,False
keyboard_acoustic_017-046-025,46,A#2,185.1057153702656,F#3,False
keyboard_acoustic_002-050-100,50,D3,185.16683444081104,F#3,False
keyboard_acoustic_012-056-050,56,G#3,103.95373687265305,G#2,False
keyboard_acoustic_011-052-100,52,E3,131.0612962661981,C3,False
keyboard_acoustic_015-056-050,56,G#3,170.6047474593371,F3,False
keyboard_acoustic_008-052-127,52,E3,165.30191533718448,E3,True
keyboard_acoustic_010-050-100,50,D3,208.15356339614763,G#3,False
keyboard_acoustic_014-044-050,44,G#2,165.00820917005936,E3,False
keyboard_acoustic_008-050-025,50,D3,185.28303921609097,F#3,False
keyboard_acoustic_008-046-050,46,A#2,116.70571772465229,A#2,True
keyboard_acoustic_014-052-127,52,E3,131.00505663858854,C3,False
keyboard_acoustic_011-054-075,54,F#3,104.06491496517867,G#2,False
keyboard_acoustic_007-056-025,56,G#3,164.60526352850974,E3,False
keyboard_acoustic_018-052-127,52,E3,111.85739017431158,A2,False
keyboard_acoustic_005-046-127,46,A#2,115.9852287423724,A#2,True
keyboard_acoustic_019-052-025,52,E3,146.75080653606432,D3,False
